,ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
1831,CN,2020-05-06,0,0,0,0,0
1832,CT,2020-05-06,52,42,0,1,9
1833,EX,2020-05-06,36,5,31,0,0
1834,GA,2020-05-06,60,15,39,1,5
1835,IB,2020-05-06,4,4,0,0,0
1836,MC,2020-05-06,2,2,0,0,0
1837,MD,2020-05-06,50,50,0,0,0
1838,ML,2020-05-06,0,0,0,0,0
1839,NC,2020-05-06,9,7,2,0,0
1840,PV,2020-05-06,24,13,0,0,11
1841,RI,2020-05-06,0,0,0,0,0
1842,VC,2020-05-06,15,12,2,0,1
1843,AN,2020-05-07,25,3,21,1,0
1844,AR,2020-05-07,29,18,0,0,11
1845,AS,2020-05-07,3,3,0,0,0
1846,CB,2020-05-07,0,0,0,0,0
1847,CE,2020-05-07,1,1,0,0,0
1848,CL,2020-05-07,30,21,9,0,0
1849,CM,2020-05-07,14,13,0,1,0
1850,CN,2020-05-07,1,1,0,0,0
1851,CT,2020-05-07,63,60,0,0,3
1852,EX,2020-05-07,50,2,48,0,0
1853,GA,2020-05-07,50,10,30,0,10
1854,IB,2020-05-07,2,2,0,0,0
1855,MC,2020-05-07,2,2,0,0,0
1856,MD,2020-05-07,65,64,1,0,0
1857,ML,2020-05-07,0,0,0,0,0
1858,NC,2020-05-07,2,2,0,0,0
1859,PV,2020-05-07,23,12,0,0,11
1860,RI,2020-05-07,1,1,0,0,0
1861,VC,2020-05-07,13,4,9,0,0
1862,AN,2020-05-08,17,8,9,0,0
1863,AR,2020-05-08,13,11,0,0,2
1864,AS,2020-05-08,3,3,0,0,0
1865,CB,2020-05-08,2,2,0,0,0
1866,CE,2020-05-08,0,0,0,0,0
1867,CL,2020-05-08,30,17,13,0,0
1868,CM,2020-05-08,7,7,0,0,0
1869,CN,2020-05-08,2,2,0,0,0
1870,CT,2020-05-08,69,63,0,2,4
1871,EX,2020-05-08,33,3,29,1,0
1872,GA,2020-05-08,43,7,28,0,8
1873,IB,2020-05-08,4,4,0,0,0
1874,MC,2020-05-08,1,1,0,0,0
1875,MD,2020-05-08,64,64,0,0,0
1876,ML,2020-05-08,0,0,0,0,0
1877,NC,2020-05-08,7,7,0,0,0
1878,PV,2020-05-08,26,18,0,0,8
1879,RI,2020-05-08,1,1,0,0,0
1880,VC,2020-05-08,12,5,7,0,0
1881,AN,2020-05-09,12,2,10,0,0
1882,AR,2020-05-09,4,4,0,0,0
1883,AS,2020-05-09,2,2,0,0,0
1884,CB,2020-05-09,1,1,0,0,0
1885,CE,2020-05-09,0,0,0,0,0
1886,CL,2020-05-09,14,9,4,1,0
1887,CM,2020-05-09,9,9,0,0,0
1888,CN,2020-05-09,2,2,0,0,0
1889,CT,2020-05-09,57,51,0,1,5
1890,EX,2020-05-09,52,2,50,0,0
1891,GA,2020-05-09,19,8,9,0,2
1892,IB,2020-05-09,0,0,0,0,0
1893,MC,2020-05-09,1,1,0,0,0
1894,MD,2020-05-09,62,62,0,0,0
1895,ML,2020-05-09,0,0,0,0,0
1896,NC,2020-05-09,4,3,1,0,0
1897,PV,2020-05-09,20,13,0,0,7
1898,RI,2020-05-09,0,0,0,0,0
1899,VC,2020-05-09,8,7,1,0,0
1900,AN,2020-05-10,5,5,0,0,0
1901,AR,2020-05-10,8,7,0,0,1
1902,AS,2020-05-10,1,1,0,0,0
1903,CB,2020-05-10,2,1,1,0,0
1904,CE,2020-05-10,0,0,0,0,0
1905,CL,2020-05-10,12,10,2,0,0
1906,CM,2020-05-10,11,10,1,0,0
1907,CN,2020-05-10,1,1,0,0,0
1908,CT,2020-05-10,84,81,0,0,3
1909,EX,2020-05-10,5,3,2,0,0
1910,GA,2020-05-10,10,7,3,0,0
1911,IB,2020-05-10,7,6,1,0,0
1912,MC,2020-05-10,1,1,0,0,0
1913,MD,2020-05-10,67,67,0,0,0
1914,ML,2020-05-10,0,0,0,0,0
1915,NC,2020-05-10,5,4,1,0,0
1916,PV,2020-05-10,10,6,0,0,4
1917,RI,2020-05-10,1,1,0,0,0
1918,VC,2020-05-10,8,8,0,0,0
1919,AN,2020-05-11,21,17,4,0,0
1920,AR,2020-05-11,6,5,0,1,0
1921,AS,2020-05-11,5,5,0,0,0
1922,CB,2020-05-11,7,6,1,0,0
1923,CE,2020-05-11,1,1,0,0,0
1924,CL,2020-05-11,27,26,1,0,0
1925,CM,2020-05-11,29,25,0,4,0
1926,CN,2020-05-11,2,2,0,0,0
1927,CT,2020-05-11,118,91,0,27,0
1928,EX,2020-05-11,9,5,4,0,0
1929,GA,2020-05-11,11,9,0,0,2
1930,IB,2020-05-11,8,8,0,0,0
1931,MC,2020-05-11,2,2,0,0,0
1932,MD,2020-05-11,177,176,0,1,0
1933,ML,2020-05-11,0,0,0,0,0
1934,NC,2020-05-11,12,12,0,0,0
1935,PV,2020-05-11,24,23,0,0,1
1936,RI,2020-05-11,4,3,0,1,0
1937,VC,2020-05-11,20,20,0,0,0
1938,AN,2020-05-12,21,19,2,0,0
1939,AR,2020-05-12,17,17,0,0,0
1940,AS,2020-05-12,0,0,0,0,0
1941,CB,2020-05-12,7,6,1,0,0
1942,CE,2020-05-12,2,2,0,0,0
1943,CL,2020-05-12,34,30,2,2,0
1944,CM,2020-05-12,31,28,0,3,0
1945,CN,2020-05-12,4,4,0,0,0
1946,CT,2020-05-12,134,106,0,27,1
1947,EX,2020-05-12,39,7,30,2,0
1948,GA,2020-05-12,17,16,0,1,0
1949,IB,2020-05-12,7,7,0,0,0
1950,MC,2020-05-12,3,3,0,0,0
1951,MD,2020-05-12,152,152,0,0,0
1952,ML,2020-05-12,0,0,0,0,0
1953,NC,2020-05-12,2,2,0,0,0
1954,PV,2020-05-12,22,18,0,0,4
1955,RI,2020-05-12,3,3,0,0,0
1956,VC,2020-05-12,18,18,0,0,0
1957,AN,2020-05-13,15,13,2,0,0
1958,AR,2020-05-13,21,21,0,0,0
1959,AS,2020-05-13,2,2,0,0,0
1960,CB,2020-05-13,2,2,0,0,0
1961,CE,2020-05-13,0,0,0,0,0
1962,CL,2020-05-13,57,55,1,1,0
1963,CM,2020-05-13,37,35,0,2,0
1964,CN,2020-05-13,5,5,0,0,0
1965,CT,2020-05-13,156,124,0,32,0
1966,EX,2020-05-13,38,6,31,1,0
1967,GA,2020-05-13,9,9,0,0,0
1968,IB,2020-05-13,10,10,0,0,0
1969,MC,2020-05-13,5,5,0,0,0
1970,MD,2020-05-13,142,141,0,0,1
1971,ML,2020-05-13,0,0,0,0,0
1972,NC,2020-05-13,9,9,0,0,0
1973,PV,2020-05-13,25,22,0,0,3
1974,RI,2020-05-13,5,4,0,1,0
1975,VC,2020-05-13,12,12,0,0,0
1976,AN,2020-05-14,14,10,4,0,0
1977,AR,2020-05-14,25,25,0,0,0
1978,AS,2020-05-14,2,2,0,0,0
1979,CB,2020-05-14,2,2,0,0,0
1980,CE,2020-05-14,0,0,0,0,0
1981,CL,2020-05-14,39,38,0,1,0
1982,CM,2020-05-14,28,26,0,2,0
1983,CN,2020-05-14,2,2,0,0,0
1984,CT,2020-05-14,152,106,0,46,0
1985,EX,2020-05-14,23,1,22,0,0
1986,GA,2020-05-14,7,6,1,0,0
1987,IB,2020-05-14,7,7,0,0,0
1988,MC,2020-05-14,2,2,0,0,0
1989,MD,2020-05-14,153,153,0,0,0
1990,ML,2020-05-14,0,0,0,0,0
1991,NC,2020-05-14,19,19,0,0,0
1992,PV,2020-05-14,16,12,0,0,4
1993,RI,2020-05-14,4,4,0,0,0
1994,VC,2020-05-14,19,19,0,0,0
1995,AN,2020-05-15,16,13,3,0,0
1996,AR,2020-05-15,15,15,0,0,0
1997,AS,2020-05-15,4,4,0,0,0
1998,CB,2020-05-15,2,2,0,0,0
1999,CE,2020-05-15,0,0,0,0,0
2000,CL,2020-05-15,35,33,0,2,0
2001,CM,2020-05-15,36,34,0,2,0
2002,CN,2020-05-15,3,3,0,0,0
2003,CT,2020-05-15,206,165,0,41,0
2004,EX,2020-05-15,24,2,22,0,0
2005,GA,2020-05-15,8,7,0,1,0
2006,IB,2020-05-15,16,15,1,0,0
2007,MC,2020-05-15,0,0,0,0,0
2008,MD,2020-05-15,122,122,0,0,0
2009,ML,2020-05-15,0,0,0,0,0
2010,NC,2020-05-15,11,11,0,0,0
2011,PV,2020-05-15,14,11,0,0,3
2012,RI,2020-05-15,3,1,0,2,0
2013,VC,2020-05-15,13,13,0,0,0
2014,AN,2020-05-16,9,3,5,1,0
2015,AR,2020-05-16,7,7,0,0,0
2016,AS,2020-05-16,1,1,0,0,0
2017,CB,2020-05-16,4,4,0,0,0
2018,CE,2020-05-16,1,1,0,0,0
2019,CL,2020-05-16,30,28,1,1,0
2020,CM,2020-05-16,27,25,0,2,0
2021,CN,2020-05-16,5,5,0,0,0
2022,CT,2020-05-16,120,118,0,2,0
2023,EX,2020-05-16,21,1,20,0,0
2024,GA,2020-05-16,3,3,0,0,0
2025,IB,2020-05-16,0,0,0,0,0
2026,MC,2020-05-16,1,1,0,0,0
2027,MD,2020-05-16,51,51,0,0,0
2028,ML,2020-05-16,0,0,0,0,0
2029,NC,2020-05-16,4,4,0,0,0
2030,PV,2020-05-16,16,7,0,0,9
2031,RI,2020-05-16,2,2,0,0,0
2032,VC,2020-05-16,8,8,0,0,0
2033,AN,2020-05-17,6,5,1,0,0
2034,AR,2020-05-17,8,8,0,0,0
2035,AS,2020-05-17,4,4,0,0,0
2036,CB,2020-05-17,0,0,0,0,0
2037,CE,2020-05-17,0,0,0,0,0
2038,CL,2020-05-17,5,5,0,0,0
2039,CM,2020-05-17,13,10,0,3,0
2040,CN,2020-05-17,1,1,0,0,0
2041,CT,2020-05-17,88,88,0,0,0
2042,EX,2020-05-17,5,2,3,0,0
2043,GA,2020-05-17,2,2,0,0,0
2044,IB,2020-05-17,5,5,0,0,0
2045,MC,2020-05-17,1,1,0,0,0
2046,MD,2020-05-17,67,67,0,0,0
2047,ML,2020-05-17,0,0,0,0,0
2048,NC,2020-05-17,21,21,0,0,0
2049,PV,2020-05-17,6,6,0,0,0
2050,RI,2020-05-17,0,0,0,0,0
2051,VC,2020-05-17,7,7,0,0,0
2052,AN,2020-05-18,11,11,0,0,0
2053,AR,2020-05-18,19,17,0,0,2
2054,AS,2020-05-18,0,0,0,0,0
2055,CB,2020-05-18,2,2,0,0,0
2056,CE,2020-05-18,2,2,0,0,0
2057,CL,2020-05-18,32,32,0,0,0
2058,CM,2020-05-18,29,25,0,4,0
2059,CN,2020-05-18,3,3,0,0,0
2060,CT,2020-05-18,191,156,0,34,1
2061,EX,2020-05-18,4,3,1,0,0
2062,GA,2020-05-18,7,7,0,0,0
2063,IB,2020-05-18,5,5,0,0,0
2064,MC,2020-05-18,2,2,0,0,0
2065,MD,2020-05-18,129,129,0,0,0
2066,ML,2020-05-18,1,1,0,0,0
2067,NC,2020-05-18,6,6,0,0,0
2068,PV,2020-05-18,16,13,0,0,3
2069,RI,2020-05-18,5,5,0,0,0
2070,VC,2020-05-18,10,10,0,0,0
2071,AN,2020-05-19,11,11,0,0,0
2072,AR,2020-05-19,23,23,0,0,0
2073,AS,2020-05-19,0,0,0,0,0
2074,CB,2020-05-19,2,2,0,0,0
2075,CE,2020-05-19,3,3,0,0,0
2076,CL,2020-05-19,35,34,1,0,0
2077,CM,2020-05-19,32,27,0,5,0
2078,CN,2020-05-19,7,7,0,0,0
2079,CT,2020-05-19,206,157,0,49,0
2080,EX,2020-05-19,11,2,9,0,0
2081,GA,2020-05-19,7,7,0,0,0
2082,IB,2020-05-19,12,12,0,0,0
2083,MC,2020-05-19,2,2,0,0,0
2084,MD,2020-05-19,149,149,0,0,0
2085,ML,2020-05-19,0,0,0,0,0
2086,NC,2020-05-19,9,9,0,0,0
2087,PV,2020-05-19,12,12,0,0,0
2088,RI,2020-05-19,5,5,0,0,0
2089,VC,2020-05-19,12,12,0,0,0
2090,AN,2020-05-20,13,13,0,0,0
2091,AR,2020-05-20,14,13,0,1,0
2092,AS,2020-05-20,1,1,0,0,0
2093,CB,2020-05-20,0,0,0,0,0
2094,CE,2020-05-20,1,1,0,0,0
2095,CL,2020-05-20,27,26,0,1,0
2096,CM,2020-05-20,27,27,0,0,0
2097,CN,2020-05-20,4,4,0,0,0
2098,CT,2020-05-20,174,121,0,52,1
2099,EX,2020-05-20,14,3,11,0,0
2100,GA,2020-05-20,6,6,0,0,0
2101,IB,2020-05-20,6,6,0,0,0
2102,MC,2020-05-20,0,0,0,0,0
2103,MD,2020-05-20,110,110,0,0,0
2104,ML,2020-05-20,0,0,0,0,0
2105,NC,2020-05-20,4,4,0,0,0
2106,PV,2020-05-20,10,8,0,0,2
2107,RI,2020-05-20,4,4,0,0,0
2108,VC,2020-05-20,14,14,0,0,0
2109,AN,2020-05-21,9,9,0,0,0
2110,AR,2020-05-21,11,11,0,0,0
2111,AS,2020-05-21,1,1,0,0,0
2112,CB,2020-05-21,3,3,0,0,0
2113,CE,2020-05-21,1,1,0,0,0
2114,CL,2020-05-21,39,38,0,1,0
2115,CM,2020-05-21,18,16,0,2,0
2116,CN,2020-05-21,5,5,0,0,0
2117,CT,2020-05-21,207,141,0,66,0
2118,EX,2020-05-21,9,2,7,0,0
2119,GA,2020-05-21,12,12,0,0,0
2120,IB,2020-05-21,5,5,0,0,0
2121,MC,2020-05-21,1,1,0,0,0
2122,MD,2020-05-21,109,109,0,0,0
2123,ML,2020-05-21,0,0,0,0,0
2124,NC,2020-05-21,3,3,0,0,0
2125,PV,2020-05-21,11,9,0,0,2
2126,RI,2020-05-21,4,3,0,1,0
2127,VC,2020-05-21,7,7,0,0,0
2128,AN,2020-05-22,6,5,1,0,0
2129,AR,2020-05-22,13,13,0,0,0
2130,AS,2020-05-22,1,1,0,0,0
2131,CB,2020-05-22,1,1,0,0,0
2132,CE,2020-05-22,0,0,0,0,0
2133,CL,2020-05-22,41,40,1,0,0
2134,CM,2020-05-22,43,39,0,4,0
2135,CN,2020-05-22,3,3,0,0,0
2136,CT,2020-05-22,266,193,0,72,1
2137,EX,2020-05-22,11,3,7,1,0
2138,GA,2020-05-22,3,3,0,0,0
2139,IB,2020-05-22,3,3,0,0,0
2140,MC,2020-05-22,1,1,0,0,0
2141,MD,2020-05-22,91,91,0,0,0
2142,ML,2020-05-22,0,0,0,0,0
2143,NC,2020-05-22,6,6,0,0,0
2144,PV,2020-05-22,9,6,0,0,3
2145,RI,2020-05-22,2,2,0,0,0
2146,VC,2020-05-22,17,17,0,0,0
2147,AN,2020-05-23,7,7,0,0,0
2148,AR,2020-05-23,11,11,0,0,0
2149,AS,2020-05-23,1,1,0,0,0
2150,CB,2020-05-23,2,2,0,0,0
2151,CE,2020-05-23,5,5,0,0,0
2152,CL,2020-05-23,16,16,0,0,0
2153,CM,2020-05-23,32,27,0,5,0
2154,CN,2020-05-23,1,1,0,0,0
2155,CT,2020-05-23,117,113,0,4,0
2156,EX,2020-05-23,7,0,7,0,0
2157,GA,2020-05-23,8,8,0,0,0
2158,IB,2020-05-23,2,2,0,0,0
2159,MC,2020-05-23,2,2,0,0,0
2160,MD,2020-05-23,56,56,0,0,0
2161,ML,2020-05-23,0,0,0,0,0
2162,NC,2020-05-23,12,12,0,0,0
2163,PV,2020-05-23,7,6,0,0,1
2164,RI,2020-05-23,2,2,0,0,0
2165,VC,2020-05-23,8,8,0,0,0
2166,AN,2020-05-24,3,3,0,0,0
2167,AR,2020-05-24,5,5,0,0,0
2168,AS,2020-05-24,2,2,0,0,0
2169,CB,2020-05-24,0,0,0,0,0
2170,CE,2020-05-24,2,2,0,0,0
2171,CL,2020-05-24,13,13,0,0,0
2172,CM,2020-05-24,17,14,0,3,0
2173,CN,2020-05-24,2,2,0,0,0
2174,CT,2020-05-24,128,127,0,0,1
2175,EX,2020-05-24,5,1,4,0,0
2176,GA,2020-05-24,5,5,0,0,0
2177,IB,2020-05-24,1,1,0,0,0
2178,MC,2020-05-24,0,0,0,0,0
2179,MD,2020-05-24,40,40,0,0,0
2180,ML,2020-05-24,0,0,0,0,0
2181,NC,2020-05-24,2,2,0,0,0
2182,PV,2020-05-24,3,2,0,0,1
2183,RI,2020-05-24,0,0,0,0,0
2184,VC,2020-05-24,9,9,0,0,0
2185,AN,2020-05-25,8,8,0,0,0
2186,AR,2020-05-25,12,12,0,0,0
2187,AS,2020-05-25,1,1,0,0,0
2188,CB,2020-05-25,1,1,0,0,0
2189,CE,2020-05-25,5,5,0,0,0
2190,CL,2020-05-25,35,34,0,1,0
2191,CM,2020-05-25,34,33,0,1,0
2192,CN,2020-05-25,4,4,0,0,0
2193,CT,2020-05-25,216,156,0,60,0
2194,EX,2020-05-25,5,5,0,0,0
2195,GA,2020-05-25,5,4,1,0,0
2196,IB,2020-05-25,3,3,0,0,0
2197,MC,2020-05-25,1,1,0,0,0
2198,MD,2020-05-25,125,125,0,0,0
2199,ML,2020-05-25,0,0,0,0,0
2200,NC,2020-05-25,5,5,0,0,0
2201,PV,2020-05-25,6,6,0,0,0
2202,RI,2020-05-25,4,3,0,1,0
2203,VC,2020-05-25,5,5,0,0,0
2204,AN,2020-05-26,8,8,0,0,0
2205,AR,2020-05-26,12,12,0,0,0
2206,AS,2020-05-26,2,2,0,0,0
2207,CB,2020-05-26,4,4,0,0,0
2208,CE,2020-05-26,1,1,0,0,0
2209,CL,2020-05-26,45,45,0,0,0
2210,CM,2020-05-26,35,31,0,4,0
2211,CN,2020-05-26,3,3,0,0,0
2212,CT,2020-05-26,192,138,0,53,1
2213,EX,2020-05-26,13,2,11,0,0
2214,GA,2020-05-26,2,2,0,0,0
2215,IB,2020-05-26,4,4,0,0,0
2216,MC,2020-05-26,0,0,0,0,0
2217,MD,2020-05-26,146,146,0,0,0
2218,ML,2020-05-26,0,0,0,0,0
2219,NC,2020-05-26,4,4,0,0,0
2220,PV,2020-05-26,9,8,0,0,1
2221,RI,2020-05-26,0,0,0,0,0
2222,VC,2020-05-26,13,13,0,0,0
2223,AN,2020-05-27,11,11,0,0,0
2224,AR,2020-05-27,14,14,0,0,0
2225,AS,2020-05-27,0,0,0,0,0
2226,CB,2020-05-27,2,2,0,0,0
2227,CE,2020-05-27,2,2,0,0,0
2228,CL,2020-05-27,25,25,0,0,0
2229,CM,2020-05-27,39,38,0,1,0
2230,CN,2020-05-27,2,2,0,0,0
2231,CT,2020-05-27,152,108,0,44,0
2232,EX,2020-05-27,8,2,6,0,0
2233,GA,2020-05-27,1,1,0,0,0
2234,IB,2020-05-27,3,3,0,0,0
2235,MC,2020-05-27,4,4,0,0,0
2236,MD,2020-05-27,82,82,0,0,0
2237,ML,2020-05-27,0,0,0,0,0
2238,NC,2020-05-27,11,11,0,0,0
2239,PV,2020-05-27,2,2,0,0,0
2240,RI,2020-05-27,1,1,0,0,0
2241,VC,2020-05-27,16,16,0,0,0
2242,AN,2020-05-28,7,7,0,0,0
2243,AR,2020-05-28,9,9,0,0,0
2244,AS,2020-05-28,0,0,0,0,0
2245,CB,2020-05-28,1,1,0,0,0
2246,CE,2020-05-28,5,5,0,0,0
2247,CL,2020-05-28,43,43,0,0,0
2248,CM,2020-05-28,36,34,0,2,0
2249,CN,2020-05-28,7,7,0,0,0
2250,CT,2020-05-28,205,146,0,59,0
2251,EX,2020-05-28,0,0,0,0,0
2252,GA,2020-05-28,2,2,0,0,0
2253,IB,2020-05-28,13,12,1,0,0
2254,MC,2020-05-28,2,2,0,0,0
2255,MD,2020-05-28,118,118,0,0,0
2256,ML,2020-05-28,0,0,0,0,0
2257,NC,2020-05-28,9,9,0,0,0
2258,PV,2020-05-28,6,4,0,0,2
2259,RI,2020-05-28,1,1,0,0,0
2260,VC,2020-05-28,9,9,0,0,0
2261,AN,2020-05-29,12,12,0,0,0
2262,AR,2020-05-29,12,11,0,0,1
2263,AS,2020-05-29,14,14,0,0,0
2264,CB,2020-05-29,3,3,0,0,0
2265,CE,2020-05-29,2,2,0,0,0
2266,CL,2020-05-29,42,41,0,1,0
2267,CM,2020-05-29,30,30,0,0,0
2268,CN,2020-05-29,7,7,0,0,0
2269,CT,2020-05-29,174,130,0,43,1
2270,EX,2020-05-29,8,3,5,0,0
2271,GA,2020-05-29,5,4,1,0,0
2272,IB,2020-05-29,5,4,1,0,0
2273,MC,2020-05-29,1,1,0,0,0
2274,MD,2020-05-29,113,113,0,0,0
2275,ML,2020-05-29,0,0,0,0,0
2276,NC,2020-05-29,5,5,0,0,0
2277,PV,2020-05-29,3,2,0,0,1
2278,RI,2020-05-29,2,2,0,0,0
2279,VC,2020-05-29,8,8,0,0,0
2280,AN,2020-05-30,13,13,0,0,0
2281,AR,2020-05-30,5,5,0,0,0
2282,AS,2020-05-30,4,4,0,0,0
2283,CB,2020-05-30,2,2,0,0,0
2284,CE,2020-05-30,3,3,0,0,0
2285,CL,2020-05-30,37,37,0,0,0
2286,CM,2020-05-30,25,23,0,2,0
2287,CN,2020-05-30,2,2,0,0,0
2288,CT,2020-05-30,89,85,0,4,0
2289,EX,2020-05-30,8,2,6,0,0
2290,GA,2020-05-30,0,0,0,0,0
2291,IB,2020-05-30,1,1,0,0,0
2292,MC,2020-05-30,1,1,0,0,0
2293,MD,2020-05-30,55,55,0,0,0
2294,ML,2020-05-30,0,0,0,0,0
2295,NC,2020-05-30,7,7,0,0,0
2296,PV,2020-05-30,7,3,0,0,4
2297,RI,2020-05-30,1,1,0,0,0
2298,VC,2020-05-30,5,5,0,0,0
2299,AN,2020-05-31,9,9,0,0,0
2300,AR,2020-05-31,8,8,0,0,0
2301,AS,2020-05-31,3,3,0,0,0
2302,CB,2020-05-31,1,1,0,0,0
2303,CE,2020-05-31,1,1,0,0,0
2304,CL,2020-05-31,19,19,0,0,0
2305,CM,2020-05-31,12,10,0,2,0
2306,CN,2020-05-31,1,1,0,0,0
2307,CT,2020-05-31,51,51,0,0,0
2308,EX,2020-05-31,2,1,1,0,0
2309,GA,2020-05-31,1,1,0,0,0
2310,IB,2020-05-31,2,2,0,0,0
2311,MC,2020-05-31,0,0,0,0,0
2312,MD,2020-05-31,62,62,0,0,0
2313,ML,2020-05-31,0,0,0,0,0
2314,NC,2020-05-31,3,3,0,0,0
2315,PV,2020-05-31,0,0,0,0,0
2316,RI,2020-05-31,0,0,0,0,0
2317,VC,2020-05-31,7,7,0,0,0
2318,AN,2020-06-01,18,18,0,0,0
2319,AR,2020-06-01,9,8,0,0,1
2320,AS,2020-06-01,0,0,0,0,0
2321,CB,2020-06-01,4,4,0,0,0
2322,CE,2020-06-01,4,4,0,0,0
2323,CL,2020-06-01,28,28,0,0,0
2324,CM,2020-06-01,23,22,0,1,0
2325,CN,2020-06-01,4,4,0,0,0
2326,CT,2020-06-01,89,84,0,5,0
2327,EX,2020-06-01,4,3,1,0,0
2328,GA,2020-06-01,1,1,0,0,0
2329,IB,2020-06-01,4,3,1,0,0
2330,MC,2020-06-01,4,4,0,0,0
2331,MD,2020-06-01,134,134,0,0,0
2332,ML,2020-06-01,1,1,0,0,0
2333,NC,2020-06-01,1,1,0,0,0
2334,PV,2020-06-01,7,7,0,0,0
2335,RI,2020-06-01,3,3,0,0,0
2336,VC,2020-06-01,14,14,0,0,0
2337,AN,2020-06-02,6,6,0,0,0
2338,AR,2020-06-02,17,17,0,0,0
2339,AS,2020-06-02,0,0,0,0,0
2340,CB,2020-06-02,2,2,0,0,0
2341,CE,2020-06-02,2,2,0,0,0
2342,CL,2020-06-02,19,19,0,0,0
2343,CM,2020-06-02,29,18,0,11,0
2344,CN,2020-06-02,4,4,0,0,0
2345,CT,2020-06-02,106,91,0,15,0
2346,EX,2020-06-02,10,4,5,1,0
2347,GA,2020-06-02,1,1,0,0,0
2348,IB,2020-06-02,7,7,0,0,0
2349,MC,2020-06-02,2,2,0,0,0
2350,MD,2020-06-02,104,104,0,0,0
2351,ML,2020-06-02,0,0,0,0,0
2352,NC,2020-06-02,3,3,0,0,0
2353,PV,2020-06-02,12,11,0,0,1
2354,RI,2020-06-02,1,1,0,0,0
2355,VC,2020-06-02,19,19,0,0,0
2356,AN,2020-06-03,15,15,0,0,0
2357,AR,2020-06-03,7,7,0,0,0
2358,AS,2020-06-03,0,0,0,0,0
2359,CB,2020-06-03,0,0,0,0,0
2360,CE,2020-06-03,4,4,0,0,0
2361,CL,2020-06-03,27,27,0,0,0
2362,CM,2020-06-03,38,37,0,1,0
2363,CN,2020-06-03,4,4,0,0,0
2364,CT,2020-06-03,127,101,0,26,0
2365,EX,2020-06-03,6,0,6,0,0
2366,GA,2020-06-03,1,1,0,0,0
2367,IB,2020-06-03,3,3,0,0,0
2368,MC,2020-06-03,2,2,0,0,0
2369,MD,2020-06-03,140,140,0,0,0
2370,ML,2020-06-03,0,0,0,0,0
2371,NC,2020-06-03,6,6,0,0,0
2372,PV,2020-06-03,10,7,0,0,3
2373,RI,2020-06-03,2,2,0,0,0
2374,VC,2020-06-03,11,11,0,0,0
2375,AN,2020-06-04,5,5,0,0,0
2376,AR,2020-06-04,10,10,0,0,0
2377,AS,2020-06-04,0,0,0,0,0
2378,CB,2020-06-04,1,1,0,0,0
2379,CE,2020-06-04,0,0,0,0,0
2380,CL,2020-06-04,27,25,0,2,0
2381,CM,2020-06-04,37,31,0,6,0
2382,CN,2020-06-04,1,1,0,0,0
2383,CT,2020-06-04,127,93,0,34,0
2384,EX,2020-06-04,4,3,1,0,0
2385,GA,2020-06-04,2,2,0,0,0
2386,IB,2020-06-04,6,6,0,0,0
2387,MC,2020-06-04,2,2,0,0,0
2388,MD,2020-06-04,93,93,0,0,0
2389,ML,2020-06-04,0,0,0,0,0
2390,NC,2020-06-04,7,7,0,0,0
2391,PV,2020-06-04,8,6,0,0,2
2392,RI,2020-06-04,1,1,0,0,0
2393,VC,2020-06-04,9,9,0,0,0
2394,AN,2020-06-05,12,12,0,0,0
2395,AR,2020-06-05,6,6,0,0,0
2396,AS,2020-06-05,2,2,0,0,0
2397,CB,2020-06-05,2,2,0,0,0
2398,CE,2020-06-05,0,0,0,0,0
2399,CL,2020-06-05,35,35,0,0,0
2400,CM,2020-06-05,34,33,0,1,0
2401,CN,2020-06-05,1,1,0,0,0
2402,CT,2020-06-05,169,146,0,23,0
2403,EX,2020-06-05,0,0,0,0,0
2404,GA,2020-06-05,4,4,0,0,0
2405,IB,2020-06-05,1,1,0,0,0
2406,MC,2020-06-05,1,1,0,0,0
2407,MD,2020-06-05,116,116,0,0,0
2408,ML,2020-06-05,0,0,0,0,0
2409,NC,2020-06-05,6,6,0,0,0
2410,PV,2020-06-05,11,9,0,0,2
2411,RI,2020-06-05,2,2,0,0,0
2412,VC,2020-06-05,8,8,0,0,0
2413,AN,2020-06-06,4,4,0,0,0
2414,AR,2020-06-06,6,6,0,0,0
2415,AS,2020-06-06,2,2,0,0,0
2416,CB,2020-06-06,0,0,0,0,0
2417,CE,2020-06-06,0,0,0,0,0
2418,CL,2020-06-06,11,11,0,0,0
2419,CM,2020-06-06,14,14,0,0,0
2420,CN,2020-06-06,4,4,0,0,0
2421,CT,2020-06-06,65,63,0,2,0
2422,EX,2020-06-06,0,0,0,0,0
2423,GA,2020-06-06,1,1,0,0,0
2424,IB,2020-06-06,2,2,0,0,0
2425,MC,2020-06-06,3,3,0,0,0
2426,MD,2020-06-06,63,63,0,0,0
2427,ML,2020-06-06,0,0,0,0,0
2428,NC,2020-06-06,1,1,0,0,0
2429,PV,2020-06-06,10,8,0,0,2
2430,RI,2020-06-06,2,2,0,0,0
2431,VC,2020-06-06,8,8,0,0,0
2432,AN,2020-06-07,2,2,0,0,0
2433,AR,2020-06-07,5,5,0,0,0
2434,AS,2020-06-07,1,1,0,0,0
2435,CB,2020-06-07,3,3,0,0,0
